*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
SD,US-SD,,*,2018,9,2019,9,-6.21,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2018,10,2019,10,-18.48,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2018,11,2019,11,0.84,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2018,12,2019,12,-3.84,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,1,2020,1,-15.54,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,2,2020,2,12.12,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,3,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,4,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,5,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,6,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,7,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,8,2020,8,2.57,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,9,2020,9,-16.49,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,10,2020,10,-11.88,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,11,2020,11,-22.48,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2019,12,2020,12,0.25,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,1,2021,1,-8.82,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,2,2021,2,21.4,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,3,2021,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,4,2021,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,5,2021,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,6,2021,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,7,2021,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,8,2021,8,-0.07,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,9,2021,9,17.81,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,10,2021,10,0.93,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,11,2021,11,34.33,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2020,12,2021,12,-14.67,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2021,1,2022,1,-9.51,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2021,2,2022,2,-36.89,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
SD,US-SD,,*,2021,3,2022,3,4.69,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthSD
TN,US-TN,,,2018,1,2019,1,17.67,32.62,31.1,25.36,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,2,2019,2,8.62,30.45,28.08,51.8,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,3,2019,3,4,5.33,1.31,-7.7,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,4,2019,4,8.02,20.97,51.69,27.97,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,5,2019,5,14.65,38.27,35.84,17.74,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,6,2019,6,5.87,12.24,1.71,23.14,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,7,2019,7,5.7,21.12,29.19,31.1,FALSE,TRUE,TRUE,TRUE,No Significant Change,Significant Increase,Significant Increase,Significant Increase,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,8,2019,8,0.07,5.01,-7.05,13.4,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,9,2019,9,11.19,29.08,19.73,7.19,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,10,2019,10,3.79,24.01,7.43,10.16,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,11,2019,11,4.08,11.93,17.27,-8.88,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2018,12,2019,12,-2.24,-2.76,-17.77,-2.4,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,1,2020,1,-1.53,-3.33,-22.98,12.37,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,2,2020,2,7.65,3.27,-4.8,-5.33,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2019,3,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2019,4,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2019,5,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2019,6,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2019,7,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,8,2020,8,38.39,48.09,24.44,9.61,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,9,2020,9,24.39,34.02,17.73,20.96,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,10,2020,10,38.22,36.2,29.93,17.75,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,11,2020,11,26.25,28.91,-6.19,9.92,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2019,12,2020,12,27.61,39.2,32.37,-30.93,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Decrease,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,1,2021,1,42.27,48.76,40.47,5.53,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,2,2021,2,38.12,43.57,18.75,-9.92,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2020,3,2021,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2020,4,2021,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2020,5,2021,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2020,6,2021,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,*,2020,7,2021,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,8,2021,8,-19.9,-20.62,-37.57,-39.41,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,9,2021,9,2.85,10.35,-13.83,-25.18,FALSE,TRUE,FALSE,TRUE,No Significant Change,Significant Increase,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,10,2021,10,0.92,3.64,-16.06,-14.11,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,11,2021,11,-2.7,-3.64,-15.1,-4.49,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2020,12,2021,12,-7,-8.71,-38.32,40.15,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Increase,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2021,1,2022,1,-28.79,-29.79,-48.43,-26.18,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2021,2,2022,2,-10.31,-9.89,-27.17,23.28,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthTN
TN,US-TN,,,2021,3,2022,3,-11.18,-10.37,-33.84,-5.6,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthTN
TX,US-TX,¶,,2018,1,2019,1,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,2,2019,2,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,3,2019,3,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,4,2019,4,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,5,2019,5,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,6,2019,6,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,7,2019,7,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,8,2019,8,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,9,2019,9,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,10,2019,10,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,11,2019,11,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2018,12,2019,12,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,1,2020,1,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,2,2020,2,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,3,2020,3,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,4,2020,4,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,5,2020,5,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,6,2020,6,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,7,2020,7,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,8,2020,8,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,9,2020,9,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,10,2020,10,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,11,2020,11,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2019,12,2020,12,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,1,2021,1,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,2,2021,2,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,3,2021,3,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,4,2021,4,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,5,2021,5,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,6,2021,6,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,7,2021,7,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,8,2021,8,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,9,2021,9,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,10,2021,10,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,11,2021,11,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2020,12,2021,12,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2021,1,2022,1,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2021,2,2022,2,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
TX,US-TX,¶,,2021,3,2022,3,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,8Year2YearSameMonthTX
UT,US-UT,,,2018,1,2019,1,1.07,3.79,36.55,-16.56,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,2,2019,2,5.71,-1.8,7.28,51.26,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,3,2019,3,17.5,31.19,38.49,121.35,TRUE,TRUE,FALSE,TRUE,Significant Increase,Significant Increase,No Significant Change,Significant Increase,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,4,2019,4,10.13,23.37,-1.31,48.78,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,5,2019,5,7.58,22.31,49.21,-15.66,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,6,2019,6,0.83,-12.49,2.98,7.08,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,7,2019,7,1.78,4.19,20.15,-14.65,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
